food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
eel cooked,67,4.2,0.9,0.0,0.0,6.7,0.0,45.6,0.069,0.0034500000000000004,15.2,4.5,6.461538461538462,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sablefish raw,753,59.1,12.4,0.0,0.0,51.8,0.0,189.1,0.2,0.01,63.03333333333333,62.0,90.92307692307693,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง | ไขมันอิ่มตัวค่อนข้างสูง
salmon nuggets,60,3.3,0.4,4.0,0.0,3.6,0.0,7.4,0.005,0.00025,2.466666666666667,2.0,5.076923076923077,1.3333333333333335,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
yellowtail raw,546,19.6,4.8,0.0,0.0,86.5,0.0,205.7,0.1,0.005,68.56666666666666,24.0,30.153846153846153,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
butterfish cooked,47,2.6,0.0,0.0,0.0,5.5,0.0,20.8,0.042,0.0021000000000000003,6.933333333333333,0.0,4.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
caviar,42,2.9,0.6,0.6,0.0,3.9,0.0,94.1,0.2,0.01,31.366666666666664,3.0,4.461538461538462,0.2,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
pollock raw,355,3.8,0.5,0.0,0.0,75.0,0.0,274.1,0.3,0.015,91.36666666666667,2.5,5.846153846153846,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
catfish cooked,206,10.3,2.3,0.0,0.0,26.4,0.0,94.4,0.2,0.01,31.466666666666672,11.5,15.846153846153847,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
whiting raw,83,1.2,0.2,0.0,0.0,16.8,0.0,61.6,0.016,0.0007999999999999999,20.533333333333335,1.0,1.846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
pink salmon raw,404,14.0,2.6,0.0,0.0,65.2,0.0,146.3,0.2,0.01,48.766666666666666,13.0,21.53846153846154,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
yellowfin tuna raw,31,0.1,0.073,0.0,0.0,6.9,0.0,11.0,0.049,0.0024500000000000004,3.6666666666666665,0.36499999999999994,0.15384615384615385,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mackerel raw,230,15.6,3.6,0.0,0.0,20.8,0.0,78.4,0.1,0.005,26.133333333333336,18.0,24.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
turbot raw,388,12.0,3.1,0.0,0.0,65.5,0.0,195.8,0.6,0.03,65.26666666666668,15.5,18.461538461538463,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
cusk cooked,106,0.8,0.0,0.0,0.0,23.1,0.0,50.4,0.047,0.0023499999999999997,16.799999999999997,0.0,1.2307692307692308,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
atlantic croaker raw,82,2.5,0.9,0.0,0.0,14.0,0.0,48.2,0.014,0.0007,16.066666666666666,4.5,3.8461538461538463,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sucker cooked,148,3.7,0.7,0.0,0.0,26.6,0.0,65.7,0.019,0.0009500000000000001,21.9,3.4999999999999996,5.6923076923076925,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
spot raw,79,3.1,0.9,0.0,0.0,11.8,0.0,38.4,0.022,0.0011,12.8,4.5,4.769230769230769,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
drum cooked,236,9.7,2.2,0.0,0.0,34.6,0.0,126.3,0.1,0.005,42.1,11.000000000000002,14.923076923076922,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
crayfish raw,3,0.048,0.01,0.0,0.0,0.6,0.0,4.3,0.024,0.0012000000000000001,1.4333333333333333,0.05,0.07384615384615385,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tilefish cooked,441,14.1,2.6,0.0,0.0,73.5,0.0,192.0,0.2,0.01,64.0,13.0,21.69230769230769,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
bluefish cooked,186,6.4,1.4,0.0,0.0,30.1,0.0,88.9,0.045,0.00225,29.633333333333333,6.999999999999999,9.846153846153847,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
grouper cooked,238,2.6,0.6,0.0,0.0,50.2,0.0,94.9,0.1,0.005,31.633333333333336,3.0,4.0,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
sheepshead raw,257,5.7,1.4,0.0,0.0,48.1,0.0,119.0,0.2,0.01,39.666666666666664,6.999999999999999,8.76923076923077,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
herring kippered,87,4.9,1.1,0.0,0.0,9.8,0.0,32.8,0.4,0.02,10.933333333333332,5.500000000000001,7.538461538461538,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
grouper raw,238,2.6,0.6,0.0,0.0,50.2,0.0,95.8,0.1,0.005,31.93333333333333,3.0,4.0,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
ocean perch cooked,48,0.9,0.2,0.0,0.0,9.3,0.0,31.5,0.2,0.01,10.5,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ling raw,168,1.2,0.2,0.0,0.0,36.7,0.0,77.2,0.3,0.015,25.733333333333334,1.0,1.846153846153846,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
lingcod cooked,329,4.1,0.8,0.0,0.0,68.4,0.0,202.3,0.2,0.01,67.43333333333334,4.0,6.3076923076923075,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
florida pompano raw,184,10.6,3.9,0.0,0.0,20.7,0.0,56.0,0.081,0.00405,18.666666666666668,19.5,16.307692307692307,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rockfish cooked,162,2.4,0.6,0.0,0.0,33.1,0.0,90.9,0.1,0.005,30.3,3.0,3.692307692307692,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
seatrout cooked,247,8.6,2.4,0.0,0.0,39.9,0.0,197.2,0.1,0.005,65.73333333333333,12.0,13.23076923076923,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
sockeye salmon raw,562,22.2,4.7,0.0,0.0,84.4,0.0,209.9,0.4,0.02,69.96666666666667,23.5,34.15384615384615,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
swordfish cooked,182,8.4,2.0,0.0,0.0,24.9,0.0,82.7,0.1,0.005,27.566666666666666,10.0,12.923076923076923,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
american shad raw,362,25.3,5.8,0.0,0.0,31.2,0.0,138.0,0.001,4.9999999999999996e-05,46.0,28.999999999999996,38.92307692307693,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
sardine canned in oil,310,17.1,2.3,0.0,0.0,36.7,0.0,211.6,0.5,0.025,70.53333333333333,11.5,26.30769230769231,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
anchovy canned in oil,8,0.4,0.001,0.0,0.0,1.2,0.0,3.4,0.1,0.005,1.1333333333333333,0.005,0.6153846153846154,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
salmon canned,520,20.3,5.5,0.0,0.0,79.1,0.0,143.9,1.8,0.09,47.96666666666667,27.500000000000004,31.230769230769234,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
sardines in tomato sauce canned,165,9.3,2.4,0.5,0.4,18.6,0.009,54.3,0.4,0.02,18.099999999999998,12.0,14.30769230769231,0.16666666666666669,0.036,4.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sockeye salmon canned,563,24.9,4.9,0.0,0.0,79.5,0.0,266.2,1.4,0.06999999999999999,88.73333333333333,24.500000000000004,38.30769230769231,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
tuna canned,102,2.4,0.6,0.0,0.0,18.9,0.0,33.6,0.3,0.015,11.200000000000001,3.0,3.692307692307692,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pink salmon canned,530,20.4,3.5,0.0,0.0,80.9,0.0,226.1,1.7,0.08499999999999999,75.36666666666666,17.5,31.384615384615383,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
cod canned,328,2.7,0.5,0.0,0.0,71.0,0.0,171.6,0.7,0.034999999999999996,57.199999999999996,2.5,4.153846153846154,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
eastern oyster canned,110,4.0,1.0,6.3,0.0,11.4,0.0,89.1,0.2,0.01,29.7,5.0,6.153846153846154,2.0999999999999996,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
chum salmon canned,520,20.3,5.5,0.0,0.0,79.1,0.0,143.9,0.3,0.015,47.96666666666667,27.500000000000004,31.230769230769234,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
tuna canned in oil,331,14.4,2.3,0.0,0.0,47.2,0.0,55.2,0.7,0.034999999999999996,18.4,11.5,22.153846153846153,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
wild pink salmon oceans,320,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.615384615384617,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shrimp canned,128,1.7,0.2,0.0,0.0,26.1,0.0,322.6,1.1,0.055,107.53333333333335,1.0,2.6153846153846154,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
alaska king crab raw,144,1.0,0.2,0.0,0.0,31.5,0.0,72.2,1.4,0.06999999999999999,24.066666666666666,1.0,1.5384615384615385,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
scallops fried,64,3.2,0.8,6.4,0.0,2.6,0.0,18.0,0.2,0.01,6.0,4.0,4.923076923076923,2.1333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shrimp cooked,7,0.092,0.023,0.013,0.0,1.3,0.0,11.6,0.012,0.0006000000000000001,3.8666666666666667,0.11499999999999999,0.14153846153846156,0.004333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
clams fried,19,1.0,0.3,1.0,0.0,1.3,0.0,5.7,0.068,0.0034,1.9,1.5,1.5384615384615385,0.33333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
alaska king crab cooked,130,2.1,0.2,0.0,0.0,25.9,0.0,71.0,1.4,0.06999999999999999,23.666666666666668,1.0,3.230769230769231,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
scallops cooked,11,0.058,0.092,0.5,0.0,2.1,0.0,4.1,0.06,0.0029999999999999996,1.3666666666666665,0.45999999999999996,0.08923076923076924,0.16666666666666669,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
squid fried,140,6.0,1.5,6.2,0.0,14.4,0.0,208.0,0.2,0.01,69.33333333333334,7.5,9.230769230769232,2.0666666666666664,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
oyster raw,41,1.2,0.3,2.5,0.0,4.7,0.0,25.0,0.059,0.00295,8.333333333333332,1.5,1.846153846153846,0.8333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
abalone,89,0.6,0.1,5.1,0.0,14.5,0.0,72.3,0.3,0.015,24.099999999999998,0.5,0.923076923076923,1.6999999999999997,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
queen crab raw,25,0.3,0.096,0.0,0.0,5.2,0.0,15.6,0.2,0.01,5.2,0.48000000000000004,0.4615384615384615,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whelk cooked,78,0.2,0.003,4.4,0.0,13.5,0.0,36.8,0.1,0.005,12.266666666666666,0.015000000000000001,0.3076923076923077,1.4666666666666668,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oyster cooked,41,1.2,0.3,2.5,0.0,4.7,0.0,25.0,0.066,0.0033000000000000004,8.333333333333332,1.5,1.846153846153846,0.8333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
eastern oyster cooked,8,0.2,0.073,0.7,0.0,0.7,0.0,3.7,0.038,0.0019000000000000002,1.2333333333333334,0.36499999999999994,0.3076923076923077,0.2333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
blue mussels cooked,344,9.0,1.7,14.8,0.0,47.6,0.0,112.0,0.7,0.034999999999999996,37.333333333333336,8.5,13.846153846153847,4.933333333333334,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
octopus raw,23,0.3,0.002,0.6,0.0,4.2,0.0,13.6,0.064,0.0031999999999999997,4.533333333333333,0.01,0.4615384615384615,0.2,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spiny lobster cooked,233,3.2,0.5,5.1,0.0,43.0,0.0,146.7,0.4,0.02,48.89999999999999,2.5,4.923076923076923,1.6999999999999997,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
blue mussels raw,129,3.4,0.6,5.5,0.0,17.9,0.0,42.0,0.4,0.02,14.000000000000002,3.0,5.230769230769231,1.8333333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
queen crab cooked,98,1.3,0.2,0.0,0.0,20.2,0.0,60.4,0.6,0.03,20.133333333333333,1.0,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
dungeness crab cooked,140,1.6,0.2,1.2,0.0,28.3,0.0,96.5,0.5,0.025,32.166666666666664,1.0,2.4615384615384617,0.4,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
dungeness crab raw,140,1.6,0.2,1.2,0.0,28.4,0.0,96.2,0.5,0.025,32.06666666666666,1.0,2.4615384615384617,0.4,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
shrimp fried,52,3.2,0.7,4.8,0.086,1.3,0.1,9.9,0.2,0.01,3.3000000000000003,3.4999999999999996,4.923076923076923,1.6,0.4,0.86,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shrimp raw,4,0.023,0.061,0.041,0.0,0.7,0.0,6.3,0.083,0.00415,2.0999999999999996,0.305,0.03538461538461539,0.013666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
blue crab cooked,71,0.6,0.2,0.0,0.0,15.2,0.0,82.5,0.3,0.015,27.500000000000004,1.0,0.923076923076923,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
shrimp imitation,29,0.4,0.019,2.6,0.0,3.5,0.0,10.2,0.2,0.01,3.3999999999999995,0.095,0.6153846153846154,0.8666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
conch baked,165,1.5,0.5,2.2,0.0,33.4,0.0,82.6,0.2,0.01,27.53333333333333,2.5,2.307692307692308,0.7333333333333334,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
squid raw,26,0.4,0.1,0.9,0.0,4.4,0.0,65.9,0.09,0.0045,21.96666666666667,0.5,0.6153846153846154,0.3,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
scallop raw,10,0.091,0.089,0.5,0.0,1.8,0.0,3.6,0.057,0.00285,1.2,0.445,0.13999999999999999,0.16666666666666669,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
lobster raw,116,1.1,0.3,0.0,0.0,24.8,0.0,190.5,0.6,0.03,63.5,1.5,1.6923076923076925,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
scallop imitation,28,0.1,0.065,3.0,0.0,3.6,0.0,6.2,0.2,0.01,2.0666666666666664,0.325,0.15384615384615385,1.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
blue crab raw,18,0.2,0.067,0.018,0.0,3.8,0.0,16.4,0.079,0.0039499999999999995,5.466666666666666,0.335,0.3076923076923077,0.005999999999999999,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whelk raw,39,0.1,0.096,2.2,0.0,6.7,0.0,18.4,0.073,0.00365,6.133333333333333,0.48000000000000004,0.15384615384615385,0.7333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spiny lobster raw,234,3.2,0.5,5.1,0.0,43.1,0.0,146.3,0.4,0.02,48.766666666666666,2.5,4.923076923076923,1.6999999999999997,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
clams canned,227,2.5,0.5,9.4,0.0,38.8,0.0,80.0,0.2,0.01,26.666666666666668,2.5,3.8461538461538463,3.1333333333333333,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
lobster cooked,134,1.3,0.3,0.0,0.0,28.5,0.0,219.0,0.7,0.034999999999999996,73.0,1.5,2.0,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
eastern oyster fried,29,1.8,0.5,1.7,0.0,1.3,0.0,10.4,0.015,0.0007499999999999999,3.4666666666666663,2.5,2.769230769230769,0.5666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
clams raw,195,2.2,0.4,8.1,0.0,33.3,0.0,68.1,1.4,0.06999999999999999,22.7,2.0,3.384615384615385,2.7,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
octopus cooked,139,1.8,0.4,3.7,0.0,25.3,0.0,81.6,0.4,0.02,27.199999999999996,2.0,2.769230769230769,1.2333333333333334,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
eastern oyster raw,8,0.2,0.0,0.8,0.0,0.7,0.0,3.5,0.021,0.0010500000000000002,1.1666666666666667,0.0,0.3076923076923077,0.2666666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oyster fried,61,3.0,0.8,6.7,0.0,2.1,0.0,18.1,0.1,0.005,6.033333333333333,4.0,4.615384615384616,2.2333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sturgeon smoked,49,1.2,0.3,0.0,0.0,8.8,0.0,22.6,0.2,0.01,7.533333333333333,1.5,1.846153846153846,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chinook salmon smoked,159,5.9,1.3,0.0,0.0,24.9,0.0,31.3,1.1,0.055,10.433333333333334,6.5,9.076923076923077,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cisco smoked,50,3.4,0.5,0.0,0.0,4.6,0.0,9.1,0.1,0.005,3.033333333333333,2.5,5.230769230769231,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
haddock smoked,33,0.3,0.049,0.0,0.0,7.1,0.0,21.8,0.2,0.01,7.2666666666666675,0.245,0.4615384615384615,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whitefish smoked,147,1.3,0.3,0.0,0.0,31.8,0.0,44.9,1.4,0.06999999999999999,14.966666666666667,1.5,2.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red salmon sockeye filets smoked,373,12.3,2.8,0.0,0.0,65.5,0.0,167.4,0.065,0.0032500000000000003,55.800000000000004,13.999999999999998,18.923076923076923,0.0,0.0,0.0,Medium,1,โคเลสเตอรอลค่อนข้างสูง
eggnog,224,10.6,6.6,20.4,20.4,11.6,0.0,149.9,0.1,0.005,49.96666666666667,32.99999999999999,16.307692307692307,6.799999999999999,0.0,204.0,High,2,โคเลสเตอรอลค่อนข้างสูง | น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ | ไขมันอิ่มตัวค่อนข้างสูง
beer light,96,0.0,0.0,5.4,0.3,0.8,0.0,0.0,0.095,0.00475,0.0,0.0,0.0,1.8000000000000003,0.0,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beer budweiser,12,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.095,0.00475,0.0,0.0,0.0,0.3,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
weizenbier erdinger,220,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,27.692307692307693,0.0,0.0,0.0,Medium,1,ไขมันอิ่มตัวค่อนข้างสูง
beer light budweiser,9,0.0,0.0,0.4,0.0,0.066,0.0,0.0,0.016,0.0007999999999999999,0.0,0.0,0.0,0.13333333333333336,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beer,142,0.0,0.0,11.7,0.0,1.5,0.0,0.0,0.067,0.00335,0.0,0.0,0.0,3.9,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
root beer,202,0.0,0.0,52.3,52.3,0.0,0.0,0.0,0.068,0.0034,0.0,0.0,0.0,17.43333333333333,0.0,523.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
whiskey sour mix,26,0.072,0.069,6.3,6.3,0.051,0.0,0.0,0.073,0.00365,0.0,0.34500000000000003,0.11076923076923076,2.0999999999999996,0.0,63.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whiskey sour,158,0.0,0.018,13.9,0.0,0.0,0.0,0.0,0.067,0.00335,0.0,0.09,0.0,4.633333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tequila sunrise,232,0.2,0.0,23.8,0.0,0.6,0.0,0.0,0.1,0.005,0.0,0.0,0.3076923076923077,7.933333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
daiquiri,112,0.036,0.063,4.2,3.3,0.035,0.001,0.0,0.008,0.00039999999999999996,0.0,0.315,0.05538461538461538,1.4000000000000001,0.004,32.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pina colada,245,2.7,2.3,32.0,31.5,0.6,0.4,0.0,0.089,0.00445,0.0,11.5,4.153846153846154,10.666666666666668,1.6,315.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
whiskey,58,0.0,0.0,0.1,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333334,0.0,0.7799999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rum,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vodka smirnoff,13,0.4,0.013,2.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.6153846153846154,0.6666666666666667,0.0,0.8200000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
coffee liqueur,96,0.038,0.096,13.8,13.7,0.041,0.0,0.0,0.093,0.00465,0.0,0.48000000000000004,0.05846153846153846,4.6,0.0,137.0,Medium,1,น้ำตาลถึงหรือเกินเกณฑ์ต่อมื้อ
gin,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.00145,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
dessert wine sweet,165,0.0,0.0,14.1,8.0,0.2,0.0,0.0,0.047,0.0023499999999999997,0.0,0.0,0.0,4.7,0.0,80.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chenin blanc white wine,118,0.0,0.0,4.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6333333333333335,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gamay red wine,115,0.0,0.0,3.5,0.0,0.1,14.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,57.60000000000001,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
late harvest white wine,172,0.0,0.0,20.6,0.0,0.1,13.1,0.0,0.0,0.0,0.0,0.0,0.0,6.866666666666667,52.400000000000006,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gewurztraminer white wine,119,0.0,0.0,3.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
burgundy red wine,172,0.0,0.0,7.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.466666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
zinfandel red wine,129,0.0,0.0,4.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
muller thurgau white wine,112,0.0,0.0,5.2,0.0,0.1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333332,53.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mouvedre red wine,129,0.0,0.0,3.9,0.0,0.1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,66.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
